id_sistema,legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib,rangeIntestazione
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Cavallasca (Como),luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di morte,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Cavallasca (Como),"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Intelligente e precoce, Margherita fu educata in casa, potendo usufruire, grazie alle conoscenze paterne, di insegnanti d'eccezione quali lo storico dell'arte, e poi direttore della Biennale, Antonio Fradeletto, il risorgimentista e futuro sindaco e podestà di Venezia, Pietro Orsi, il letterato Pompeo Gherardo Molmenti; lo studio delle lingue straniere ne completò la formazione. Grazie alla posizione del padre, ebbe inoltre modo di entrare in contatto con molte delle personalità che, in quegli anni, visitarono la città.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"La Grassini visse il proprio ebraismo d'origine con orgoglioso senso di appartenenza culturale, ma con distacco dal punto di vista religioso al punto da convertirsi al cattolicesimo nel 1928.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Già nell'adolescenza Margherita Grassini iniziò a coltivare idee socialiste e nel 1899 sposò l'avvocato ebreo Cesare Sarfatti, militante socialista che in quegli anni stava ricostituendo la sezione veneziana del partito; nello stesso periodo fece anche il suo primo apprendistato come giornalista ""di cose d'arte"" su Il Secolo nuovo, quotidiano socialista locale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Trasferitasi a Milano nel 1902 con il marito, la coppia iniziò a frequentare il gruppo socialista milanese, in particolare la casa di Luigi ed Ersilia Majno e quella di Anna Kuliscioff e Filippo Turati; Sarfatti esercitava come avvocato, ma fu anche stretto collaboratore di Turati, almeno fino al 1913-14.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"In occasione della V Biennale di Venezia (1903) la Sarfatti si affermò pienamente come critica d'arte e dal 1902 al 1915 collaborò, in qualità di critico d'arte, all' ""Avanti!"" e a ""Il Tempo"", quotidiano del gruppo socialista milanese; sul primo tenne anche, dal 1908 al 1910, una rubrica culturale, ""Le ore della Quindicina"".",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Contemporaneamente aprì nel lussuoso appartamento di Corso Venezia 95 un salotto che diventò presto noto a tutti gli artisti italiani, frequentato da scrittori, critici e artisti (i futuristi in primis), da intellettuali ebrei ma anche da cattolici modernisti; all'inizio degli anni Dieci inoltre strinse rapporti stretti con l'ambiente della ""Voce"", organizzando anche conferenze e dibattiti.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Nel 1912 conobbe Benito Mussolini, con cui avviò un intenso rapporto e col quale l'anno successivo fondò la rivista ""Utopia"", allontanandosi progressivamente dal positivismo, dalla razionalità e dal riformismo, cari alla cultura socialista, in cerca di una nuova sintesi culturale italiana moderna.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"All'avvicinarsi della guerra, nel 1914, sostenne l'opzione interventista, con il conseguente abbandono del socialismo e la successiva elaborazione ideologica in seno al fascismo.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Nel 1918 morì al fronte il figlio Roberto, partito volontario; nello stesso anno, la Sarfatti entrò a far parte della redazione del quotidiano di Mussolini il ""Popolo d'Italia""; nel frattempo fu collaboratrice di altri giornali, come ""La Stampa"" di Torino e ""Gerarchia"" (rivista di teoria politica), di cui diventò direttrice editoriale dal 1922. Fu figura di primissimo piano nella costruzione del fascismo e nell'ascesa al potere di Mussolini.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Nello stesso 1922 - cercando di restituire a Milano un ruolo di centralità culturale - fondò il gruppo di Novecento con il gallerista Lino Pesaro e gli artisti Anselmo Bucci, Leomardo Dudreville, Achille Funi, Gian Emilio Malerba, Pietro Marussig, Ubaldo Oppi e Mario Sironi.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Nel 1924 morì il marito Cesare; nello stesso anno iniziò a scrivere la biografia di Mussolini, ""The life of Benito Mussolini"", edita nel 1925 in Inghilterra e l'anno successivo in Italia col titolo ""Dux"", che ebbe un enorme successo. Nel 1927 Margherita si traferì stabilmente a Roma, ma dopo la creazione delle confederazioni artistiche sindacali (1927-1929), la sua influenza sulla vita artistica italiana andò diminuendo, nonostante la pubblicazione nel 1930 di uno dei suoi testi più importanti, la Storia della pittura Moderna, testimone del suo interesse per gli sviluppi dell'arte contemporanea europea. Allo stesso stempo andò calando anche il suo ascendente sullo stesso Mussolini: iniziò così il suo declino, su cui influì anche l'inimicizia di Farinacci, che l'attaccò più volte dalle pagine di ""Il Regime fascista"" (1931).",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Nel corso degli anni Trenta, strinse più stretti contatti con gli Stati Uniti, considerando la politica americana più vicina al fascismo che quella della Germania nazista. Alla svolta intransigente della politica fascista e soprattutto all'avvicinarsi delle leggi antisemite, la Sarfatti si trasferì dapprima a Parigi e successivamente in Argentina e in Uruguay, dove si occupò di critica d'arte e di giornalismo. Rientrata in Italia nel 1947, si ritirò a vita privata nella casa di Cavallasca, presso Como, dove morì.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Trentino-Alto Adige - Archivi femminili,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"I. CIMONETTI, Margherita Sarfatti critico d'arta: la formazione (1901-1915), tesi di laurea magistrale, relatore prof. G. Tomasella, Università degli studi di Padova, a.a. 2011-2012",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"S. URSO, Margherita Sarfatti : dal mito del Dux al mito americano, Venezia, 2003",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"V. DE GRAZIA, Le donne nel regime fascista, Venezia 1993",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"P. CANNISTRARO - B. SULLIVAN, Margherita Sarfatti: l'altra donna del Duce, Milano, 1993",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"Da Boccioni a Sironi. Il mondo di Margherita Sarfatti, cat. mostra a cura di E. PONTIGGIA, Milano, 1997",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"S. URSO, Sarfatti, Margherita, voce in Il fascismo. Dizionario di storia, personaggi, cultura, economia, fonti e dibattito storiografico, a cura di A. DE BERNARDI - S. GUARRACINO, Milano, 1998",scrittrice
sp-61400,Grassini Sarfatti,,,person,Margherita,Grassini Sarfatti,"Grassini Sarfatti, Margherita, scrittrice, (Venezia 1880 - Cavallasca 1961)",SIUSA,,,1880 apr 08,1961 ott 30,luogo di nascita,Venezia,luogo di nascita,Venezia,"Giornalista, militante politica, scrittrice, critica d'arte e promotrice di cultura",,,"Ultima di quattro figli, Margherita Grassini nacque da una ricca e nota famiglia ebraica. Il padre, Amedeo Grassini, era una personalità di grandissimo spicco: avvocato e consigliere comunale, amico del patriarca Giuseppe Sarto (il futuro papa Pio X), condusse una fiorente carriera imprenditoriale.",femminile,ca-416237,Donne,"M. DE GIORGIO, Sarfatti, Margherita, voce in Dizionario del fascismo, a cura di V. DE GRAZIA - S. LUZZATTO, Torino 2002, 2 voll., pp.594-597",scrittrice
sp-61429,Ghidini,"Ghidini Denza, Tullia",,person,Tullia,Ghidini,"Ghidini Denza, Tullia, collezionista, (Rezzato 1921 - Brescia 2012)",SIUSA,,,1921 apr 16,2012 feb 20,luogo di nascita,Rezzato (Brescia),luogo di nascita,Rezzato (Brescia),"Collezionista, promotrice culturale.",,,"Figlia di un commerciante di granaglie, moglie di un tenente medico poi direttore dell'ospedale militare di Brescia, nel 1969 si appassiona all'arte frequentando la Galleria Sincron di Brescia. L'incontro con Sarenco (al secolo Isaia Mabellini) l'avvicina alla Poesia Visiva; acquista quindi numerose opere d'arte che vengono esposte nel 1970 al castello di Brescia e, successivamente, nel 1988 a Motichiari, infine, nel 2003 a Villa Glisenti di Villa Carcina.",femminile,ca-416238,Donne,"MASSIMO MININI, ""Tullia Denza e la collezione di poesia visiva"", in ""Corriere della Sera"", aprile 2012",collezionista
sp-61429,Ghidini,"Ghidini Denza, Tullia",,person,Tullia,Ghidini,"Ghidini Denza, Tullia, collezionista, (Rezzato 1921 - Brescia 2012)",SIUSA,,,1921 apr 16,2012 feb 20,luogo di nascita,Rezzato (Brescia),luogo di nascita,Rezzato (Brescia),"Collezionista, promotrice culturale.",,,"Figlia di un commerciante di granaglie, moglie di un tenente medico poi direttore dell'ospedale militare di Brescia, nel 1969 si appassiona all'arte frequentando la Galleria Sincron di Brescia. L'incontro con Sarenco (al secolo Isaia Mabellini) l'avvicina alla Poesia Visiva; acquista quindi numerose opere d'arte che vengono esposte nel 1970 al castello di Brescia e, successivamente, nel 1988 a Motichiari, infine, nel 2003 a Villa Glisenti di Villa Carcina.",femminile,ca-416238,Donne,"MASSIMO MININI, ""Tullia Denza e la collezione di poesia visiva"", in ""Corriere della Sera"", aprile 2012",collezionista
sp-61429,Tullia,"Ghidini Denza, Tullia",,person,Tullia,Ghidini,"Ghidini Denza, Tullia, collezionista, (Rezzato 1921 - Brescia 2012)",SIUSA,,,1921 apr 16,2012 feb 20,luogo di nascita,Rezzato (Brescia),luogo di nascita,Rezzato (Brescia),"Collezionista, promotrice culturale.",,,"Figlia di un commerciante di granaglie, moglie di un tenente medico poi direttore dell'ospedale militare di Brescia, nel 1969 si appassiona all'arte frequentando la Galleria Sincron di Brescia. L'incontro con Sarenco (al secolo Isaia Mabellini) l'avvicina alla Poesia Visiva; acquista quindi numerose opere d'arte che vengono esposte nel 1970 al castello di Brescia e, successivamente, nel 1988 a Motichiari, infine, nel 2003 a Villa Glisenti di Villa Carcina.",femminile,ca-416238,Donne,"MASSIMO MININI, ""Tullia Denza e la collezione di poesia visiva"", in ""Corriere della Sera"", aprile 2012",collezionista
sp-61429,"Ghidini Denza, Tullia, collezionista, (Rezzato 1921 - Brescia 2012)","Ghidini Denza, Tullia",,person,Tullia,Ghidini,"Ghidini Denza, Tullia, collezionista, (Rezzato 1921 - Brescia 2012)",SIUSA,,,1921 apr 16,2012 feb 20,luogo di nascita,Rezzato (Brescia),luogo di nascita,Rezzato (Brescia),"Collezionista, promotrice culturale.",,,"Figlia di un commerciante di granaglie, moglie di un tenente medico poi direttore dell'ospedale militare di Brescia, nel 1969 si appassiona all'arte frequentando la Galleria Sincron di Brescia. L'incontro con Sarenco (al secolo Isaia Mabellini) l'avvicina alla Poesia Visiva; acquista quindi numerose opere d'arte che vengono esposte nel 1970 al castello di Brescia e, successivamente, nel 1988 a Motichiari, infine, nel 2003 a Villa Glisenti di Villa Carcina.",femminile,ca-416238,Donne,"MASSIMO MININI, ""Tullia Denza e la collezione di poesia visiva"", in ""Corriere della Sera"", aprile 2012",collezionista
sp-61429,"Ghidini Denza, Tullia","Ghidini Denza, Tullia",,person,Tullia,Ghidini,"Ghidini Denza, Tullia, collezionista, (Rezzato 1921 - Brescia 2012)",SIUSA,,,1921 apr 16,2012 feb 20,luogo di nascita,Rezzato (Brescia),luogo di nascita,Rezzato (Brescia),"Collezionista, promotrice culturale.",,,"Figlia di un commerciante di granaglie, moglie di un tenente medico poi direttore dell'ospedale militare di Brescia, nel 1969 si appassiona all'arte frequentando la Galleria Sincron di Brescia. L'incontro con Sarenco (al secolo Isaia Mabellini) l'avvicina alla Poesia Visiva; acquista quindi numerose opere d'arte che vengono esposte nel 1970 al castello di Brescia e, successivamente, nel 1988 a Motichiari, infine, nel 2003 a Villa Glisenti di Villa Carcina.",femminile,ca-416238,Donne,"MASSIMO MININI, ""Tullia Denza e la collezione di poesia visiva"", in ""Corriere della Sera"", aprile 2012",collezionista
